Year,Month,Day,Fractional year,Modulation potential [MV]
1987,1,14,1987.035616,456.6
1987,1,15,1987.038356,458.8
1987,1,16,1987.041096,456.6
1987,1,17,1987.043836,451.5
1987,1,18,1987.046575,452.7
1987,1,19,1987.049315,454.2
1987,1,20,1987.052055,462.9
1987,1,21,1987.054795,467.5
1987,1,22,1987.057534,466.7
1987,1,23,1987.060274,463.6
1987,1,24,1987.063014,463.7
1987,1,25,1987.065753,460.4
1987,1,26,1987.068493,461
1987,1,27,1987.071233,454
1987,1,28,1987.073973,447.8
1987,1,29,1987.076712,448.9
1987,1,30,1987.079452,441.6
1987,1,31,1987.082192,443.9
1987,2,1,1987.084932,437.7
1987,2,2,1987.087671,440.6
1987,2,3,1987.090411,439.7
1987,2,4,1987.093151,434
1987,2,5,1987.09589,434.7
1987,2,6,1987.09863,442.9
1987,2,7,1987.10137,440.9
1987,2,8,1987.10411,449.5
1987,2,9,1987.106849,440.7
1987,2,10,1987.109589,437.3
1987,2,11,1987.112329,431.7
1987,2,12,1987.115068,431.8
1987,2,13,1987.117808,433.2
1987,2,14,1987.120548,436.8
1987,2,15,1987.123288,436.9
1987,2,16,1987.126027,430.9
1987,2,17,1987.128767,436.4
1987,2,18,1987.131507,435
1987,2,19,1987.134247,432.3
1987,2,20,1987.136986,450
1987,2,21,1987.139726,445.2
1987,2,22,1987.142466,444.6
1987,2,23,1987.145205,443.2
1987,2,24,1987.147945,444.8
1987,2,25,1987.150685,446.7
1987,2,26,1987.153425,433.8
1987,2,27,1987.156164,429.8
1987,2,28,1987.158904,437.8
1987,3,1,1987.161644,440
1987,3,2,1987.164384,431.3
1987,3,3,1987.167123,427.1
1987,3,4,1987.169863,425.7
1987,3,5,1987.172603,438.8
1987,3,6,1987.175342,442.9
1987,3,7,1987.178082,440.7
1987,3,8,1987.180822,439.9
1987,3,9,1987.183562,432.8
1987,3,10,1987.186301,435.4
1987,3,11,1987.189041,434.3
1987,3,12,1987.191781,433.4
1987,3,13,1987.194521,435.8
1987,3,14,1987.19726,429.4
1987,3,15,1987.2,425.7
1987,3,16,1987.20274,429.9
1987,3,17,1987.205479,430.7
1987,3,18,1987.208219,427.9
1987,3,19,1987.210959,428.2
1987,3,20,1987.213699,423.8
1987,3,21,1987.216438,431.8
1987,3,22,1987.219178,437.8
1987,3,23,1987.221918,453.6
1987,3,24,1987.224658,466.6
1987,3,25,1987.227397,458.5
1987,3,26,1987.230137,456.4
1987,3,27,1987.232877,469.3
1987,3,28,1987.235616,466
1987,3,29,1987.238356,459.8
1987,3,30,1987.241096,453
1987,3,31,1987.243836,446.6
1987,4,1,1987.246575,440.2
1987,4,2,1987.249315,438.3
1987,4,3,1987.252055,435.2
1987,4,4,1987.254795,437.8
1987,4,5,1987.257534,460.5
1987,4,6,1987.260274,454.7
1987,4,7,1987.263014,442.4
1987,4,8,1987.265753,438.3
1987,4,9,1987.268493,436.9
1987,4,10,1987.271233,444.5
1987,4,11,1987.273973,443.9
1987,4,12,1987.276712,438.6
1987,4,13,1987.279452,445.8
1987,4,14,1987.282192,444.9
1987,4,15,1987.284932,445.5
1987,4,16,1987.287671,452.6
1987,4,17,1987.290411,451.3
1987,4,18,1987.293151,451.1
1987,4,19,1987.29589,455.4
1987,4,20,1987.29863,463.5
1987,4,21,1987.30137,455.6
1987,4,22,1987.30411,460.4
1987,4,23,1987.306849,454.9
1987,4,24,1987.309589,453.7
1987,4,25,1987.312329,448
1987,4,26,1987.315068,446.3
1987,4,27,1987.317808,444.6
1987,4,28,1987.320548,445.8
1987,4,29,1987.323288,444
1987,4,30,1987.326027,450
1987,5,1,1987.328767,463.9
1987,5,2,1987.331507,466.9
1987,5,3,1987.334247,463
1987,5,4,1987.336986,465.8
1987,5,5,1987.339726,459.6
1987,5,6,1987.342466,453.3
1987,5,7,1987.345205,453.8
1987,5,8,1987.347945,450.6
1987,5,9,1987.350685,454.1
1987,5,10,1987.353425,452.6
1987,5,11,1987.356164,454.5
1987,5,12,1987.358904,450.6
1987,5,13,1987.361644,454.4
1987,5,14,1987.364384,462.7
1987,5,15,1987.367123,466.6
1987,5,16,1987.369863,464.1
1987,5,17,1987.372603,451.7
1987,5,18,1987.375342,449.6
1987,5,19,1987.378082,448.7
1987,5,20,1987.380822,448.3
1987,5,21,1987.383562,449.3
1987,5,22,1987.386301,450.7
1987,5,23,1987.389041,458.7
1987,5,24,1987.391781,466.1
1987,5,25,1987.394521,479.6
1987,5,26,1987.39726,480
1987,5,27,1987.4,482.4
1987,5,28,1987.40274,494.9
1987,5,29,1987.405479,519.2
1987,5,30,1987.408219,509.9
1987,5,31,1987.410959,508.5
1987,6,1,1987.413699,515.4
1987,6,2,1987.416438,511.4
1987,6,3,1987.419178,508.8
1987,6,4,1987.421918,510.1
1987,6,5,1987.424658,495.7
1987,6,6,1987.427397,488.7
1987,6,7,1987.430137,497.4
1987,6,8,1987.432877,506.2
1987,6,9,1987.435616,506.8
1987,6,10,1987.438356,497.9
1987,6,11,1987.441096,504.6
1987,6,12,1987.443836,496.9
1987,6,13,1987.446575,496.7
1987,6,14,1987.449315,491.6
1987,6,15,1987.452055,494.1
1987,6,16,1987.454795,491.5
1987,6,17,1987.457534,488.3
1987,6,18,1987.460274,493.3
1987,6,19,1987.463014,496.6
1987,6,20,1987.465753,506
1987,6,21,1987.468493,503.2
1987,6,22,1987.471233,513.8
1987,6,23,1987.473973,515.1
1987,6,24,1987.476712,517.5
1987,6,25,1987.479452,519.1
1987,6,26,1987.482192,515.2
1987,6,27,1987.484932,520.5
1987,6,28,1987.487671,514.2
1987,6,29,1987.490411,513.3
1987,6,30,1987.493151,512.1
1987,7,1,1987.49589,509.8
1987,7,2,1987.49863,510.3
1987,7,3,1987.50137,504.8
1987,7,4,1987.50411,509.4
1987,7,5,1987.506849,509.3
1987,7,6,1987.509589,509.6
1987,7,7,1987.512329,507.9
1987,7,8,1987.515068,513.3
1987,7,9,1987.517808,513.9
1987,7,10,1987.520548,509.4
1987,7,11,1987.523288,510.2
1987,7,12,1987.526027,505.7
1987,7,13,1987.528767,509.5
1987,7,14,1987.531507,512.8
1987,7,15,1987.534247,511.3
1987,7,16,1987.536986,508.4
1987,7,17,1987.539726,514.9
1987,7,18,1987.542466,520.2
1987,7,19,1987.545205,518.8
1987,7,20,1987.547945,520.5
1987,7,21,1987.550685,525.4
1987,7,22,1987.553425,522.6
1987,7,23,1987.556164,520.6
1987,7,24,1987.558904,524.6
1987,7,25,1987.561644,541.2
1987,7,26,1987.564384,546
1987,7,27,1987.567123,534.1
1987,7,28,1987.569863,531
1987,7,29,1987.572603,546.1
1987,7,30,1987.575342,539.8
1987,7,31,1987.578082,538.2
1987,8,1,1987.580822,540.2
1987,8,2,1987.583562,536.6
1987,8,3,1987.586301,542.2
1987,8,4,1987.589041,538.5
1987,8,5,1987.591781,538.7
1987,8,6,1987.594521,537.3
1987,8,7,1987.59726,534.5
1987,8,8,1987.6,528.4
1987,8,9,1987.60274,527.2
1987,8,10,1987.605479,519.6
1987,8,11,1987.608219,517.2
1987,8,12,1987.610959,520.9
1987,8,13,1987.613699,519.6
1987,8,14,1987.616438,524.7
1987,8,15,1987.619178,527.2
1987,8,16,1987.621918,529.2
1987,8,17,1987.624658,533.8
1987,8,18,1987.627397,530.2
1987,8,19,1987.630137,532.1
1987,8,20,1987.632877,529.4
1987,8,21,1987.635616,521.4
1987,8,22,1987.638356,529.5
1987,8,23,1987.641096,537.5
1987,8,24,1987.643836,544.6
1987,8,25,1987.646575,586.2
1987,8,26,1987.649315,565.3
1987,8,27,1987.652055,590.4
1987,8,28,1987.654795,604.1
1987,8,29,1987.657534,588
1987,8,30,1987.660274,575
1987,8,31,1987.663014,584.6
1987,9,1,1987.665753,585
1987,9,2,1987.668493,577.3
1987,9,3,1987.671233,573.9
1987,9,4,1987.673973,565.1
1987,9,5,1987.676712,556.9
1987,9,6,1987.679452,552.3
1987,9,7,1987.682192,553.3
1987,9,8,1987.684932,552.7
1987,9,9,1987.687671,547.3
1987,9,10,1987.690411,547.1
1987,9,11,1987.693151,551
1987,9,12,1987.69589,563
1987,9,13,1987.69863,566.2
1987,9,14,1987.70137,570
1987,9,15,1987.70411,573.9
1987,9,16,1987.706849,567
1987,9,17,1987.709589,568.5
1987,9,18,1987.712329,567.1
1987,9,19,1987.715068,562.3
1987,9,20,1987.717808,572.9
1987,9,21,1987.720548,579.5
1987,9,22,1987.723288,557.7
1987,9,23,1987.726027,544
1987,9,24,1987.728767,579.4
1987,9,25,1987.731507,575.6
1987,9,26,1987.734247,584.3
1987,9,27,1987.736986,597.2
1987,9,28,1987.739726,582.3
1987,9,29,1987.742466,576
1987,9,30,1987.745205,581.7
1987,10,1,1987.747945,571.8
1987,10,2,1987.750685,567.5
1987,10,3,1987.753425,571.5
1987,10,4,1987.756164,569.5
1987,10,5,1987.758904,560.7
1987,10,6,1987.761644,554.2
1987,10,7,1987.764384,552.4
1987,10,8,1987.767123,560.2
1987,10,9,1987.769863,563.8
1987,10,10,1987.772603,561
1987,10,11,1987.775342,576.3
1987,10,12,1987.778082,586.6
1987,10,13,1987.780822,575.8
1987,10,14,1987.783562,558.1
1987,10,15,1987.786301,559.7
1987,10,16,1987.789041,563.5
1987,10,17,1987.791781,571.8
1987,10,18,1987.794521,566.5
1987,10,19,1987.79726,557
1987,10,20,1987.8,548.4
1987,10,21,1987.80274,549.9
1987,10,22,1987.805479,544.3
1987,10,23,1987.808219,558.8
1987,10,24,1987.810959,558.5
1987,10,25,1987.813699,572.2
1987,10,26,1987.816438,568.3
1987,10,27,1987.819178,563.5
1987,10,28,1987.821918,565.6
1987,10,29,1987.824658,565
1987,10,30,1987.827397,564.8
1987,10,31,1987.830137,554.8
1987,11,1,1987.832877,558.4
1987,11,2,1987.835616,548.9
1987,11,3,1987.838356,579
1987,11,4,1987.841096,594.3
1987,11,5,1987.843836,590.2
1987,11,6,1987.846575,586.2
1987,11,7,1987.849315,595.4
1987,11,8,1987.852055,592.9
1987,11,9,1987.854795,592.8
1987,11,10,1987.857534,580.8
1987,11,11,1987.860274,585
1987,11,12,1987.863014,592.8
1987,11,13,1987.865753,589.3
1987,11,14,1987.868493,599.9
1987,11,15,1987.871233,608.4
1987,11,16,1987.873973,607.5
1987,11,17,1987.876712,600
1987,11,18,1987.879452,586.5
1987,11,19,1987.882192,585.1
1987,11,20,1987.884932,579.6
1987,11,21,1987.887671,573.5
1987,11,22,1987.890411,572.4
1987,11,23,1987.893151,582.6
1987,11,24,1987.89589,603.1
1987,11,25,1987.89863,620.3
1987,11,26,1987.90137,611.7
1987,11,27,1987.90411,610.8
1987,11,28,1987.906849,601.4
1987,11,29,1987.909589,594.2
1987,11,30,1987.912329,581.6
1987,12,1,1987.915068,593.7
1987,12,2,1987.917808,611.6
1987,12,3,1987.920548,619.6
1987,12,4,1987.923288,612.1
1987,12,5,1987.926027,618.9
1987,12,6,1987.928767,618.8
1987,12,7,1987.931507,602.3
1987,12,8,1987.934247,595.5
1987,12,9,1987.936986,589.4
1987,12,10,1987.939726,599.8
1987,12,11,1987.942466,596
1987,12,12,1987.945205,590.5
1987,12,13,1987.947945,585
1987,12,14,1987.950685,575.4
1987,12,15,1987.953425,572.9
1987,12,16,1987.956164,584
1987,12,17,1987.958904,593.6
1987,12,18,1987.961644,581.4
1987,12,19,1987.964384,582.2
1987,12,20,1987.967123,590.4
1987,12,21,1987.969863,586.9
1987,12,22,1987.972603,586.6
1987,12,23,1987.975342,584.3
1987,12,24,1987.978082,583
1987,12,25,1987.980822,577.7
1987,12,26,1987.983562,576.7
1987,12,27,1987.986301,576.6
1987,12,28,1987.989041,573.7
1987,12,29,1987.991781,580.1
1987,12,30,1987.994521,582.8
1987,12,31,1987.99726,592.6
1988,1,1,1988,615.3
1988,1,2,1988.002732,650.3
1988,1,3,1988.005464,623.6
1988,1,4,1988.008197,625.2
1988,1,5,1988.010929,703.4
1988,1,6,1988.013661,722.3
1988,1,7,1988.016393,753
1988,1,8,1988.019126,730.1
1988,1,9,1988.021858,708.9
1988,1,10,1988.02459,704.9
1988,1,11,1988.027322,686.2
1988,1,12,1988.030055,672.7
1988,1,13,1988.032787,681.2
1988,1,14,1988.035519,744.4
1988,1,15,1988.038251,721.6
1988,1,16,1988.040984,695.2
1988,1,17,1988.043716,665.5
1988,1,18,1988.046448,656.6
1988,1,19,1988.04918,638.7
1988,1,20,1988.051913,642.9
1988,1,21,1988.054645,637.2
1988,1,22,1988.057377,632.3
1988,1,23,1988.060109,627.9
1988,1,24,1988.062842,633.6
1988,1,25,1988.065574,626.5
1988,1,26,1988.068306,626.7
1988,1,27,1988.071038,617.2
1988,1,28,1988.07377,613.5
1988,1,29,1988.076503,611.9
1988,1,30,1988.079235,616.3
1988,1,31,1988.081967,611.1
1988,2,1,1988.084699,607.1
1988,2,2,1988.087432,602
1988,2,3,1988.090164,602.9
1988,2,4,1988.092896,601.9
1988,2,5,1988.095628,608.8
1988,2,6,1988.098361,601.3
1988,2,7,1988.101093,592.8
1988,2,8,1988.103825,590.4
1988,2,9,1988.106557,585
1988,2,10,1988.10929,612.6
1988,2,11,1988.112022,629.8
1988,2,12,1988.114754,631.4
1988,2,13,1988.117486,670.1
1988,2,14,1988.120219,692
1988,2,15,1988.122951,667.8
1988,2,16,1988.125683,653.3
1988,2,17,1988.128415,640.1
1988,2,18,1988.131148,641.6
1988,2,19,1988.13388,629.2
1988,2,20,1988.136612,619.2
1988,2,21,1988.139344,727.3
1988,2,22,1988.142077,727.8
1988,2,23,1988.144809,679.2
1988,2,24,1988.147541,677
1988,2,25,1988.150273,665.4
1988,2,26,1988.153005,652.6
1988,2,27,1988.155738,636.2
1988,2,28,1988.15847,632.9
1988,2,29,1988.161202,625.8
1988,3,1,1988.163934,620.6
1988,3,2,1988.166667,625.9
1988,3,3,1988.169399,632.8
1988,3,4,1988.172131,635.2
1988,3,5,1988.174863,636
1988,3,6,1988.177596,633.7
1988,3,7,1988.180328,619.8
1988,3,8,1988.18306,629.8
1988,3,9,1988.185792,636.4
1988,3,10,1988.188525,634.5
1988,3,11,1988.191257,631.4
1988,3,12,1988.193989,625.8
1988,3,13,1988.196721,626.6
1988,3,14,1988.199454,629.2
1988,3,15,1988.202186,625.7
1988,3,16,1988.204918,611.2
1988,3,17,1988.20765,610.4
1988,3,18,1988.210383,606.2
1988,3,19,1988.213115,598.6
1988,3,20,1988.215847,588.4
1988,3,21,1988.218579,592.8
1988,3,22,1988.221311,595.8
1988,3,23,1988.224044,595.7
1988,3,24,1988.226776,628.9
1988,3,25,1988.229508,632.2
1988,3,26,1988.23224,637.5
1988,3,27,1988.234973,642.1
1988,3,28,1988.237705,636.6
1988,3,29,1988.240437,641.2
1988,3,30,1988.243169,654.1
1988,3,31,1988.245902,646.4
1988,4,1,1988.248634,642
1988,4,2,1988.251366,648.6
1988,4,3,1988.254098,663.1
1988,4,4,1988.256831,682.2
1988,4,5,1988.259563,671.1
1988,4,6,1988.262295,670
1988,4,7,1988.265027,675.6
1988,4,8,1988.26776,678.6
1988,4,9,1988.270492,673.9
1988,4,10,1988.273224,657.6
1988,4,11,1988.275956,650.5
1988,4,12,1988.278689,639.6
1988,4,13,1988.281421,625.7
1988,4,14,1988.284153,618.5
1988,4,15,1988.286885,617.9
1988,4,16,1988.289617,625.2
1988,4,17,1988.29235,627.2
1988,4,18,1988.295082,626.2
1988,4,19,1988.297814,622.6
1988,4,20,1988.300546,619
1988,4,21,1988.303279,616.7
1988,4,22,1988.306011,632
1988,4,23,1988.308743,657.3
1988,4,24,1988.311475,647.2
1988,4,25,1988.314208,632.4
1988,4,26,1988.31694,624.5
1988,4,27,1988.319672,616.6
1988,4,28,1988.322404,615
1988,4,29,1988.325137,611.9
1988,4,30,1988.327869,616.1
1988,5,1,1988.330601,612.2
1988,5,2,1988.333333,611
1988,5,3,1988.336066,603.8
1988,5,4,1988.338798,602.2
1988,5,5,1988.34153,610.1
1988,5,6,1988.344262,636.1
1988,5,7,1988.346995,630.9
1988,5,8,1988.349727,620.8
1988,5,9,1988.352459,615.5
1988,5,10,1988.355191,628.7
1988,5,11,1988.357923,634.4
1988,5,12,1988.360656,625.1
1988,5,13,1988.363388,614.4
1988,5,14,1988.36612,609.2
1988,5,15,1988.368852,600.5
1988,5,16,1988.371585,618
1988,5,17,1988.374317,629
1988,5,18,1988.377049,645.4
1988,5,19,1988.379781,646
1988,5,20,1988.382514,639.4
1988,5,21,1988.385246,640.9
1988,5,22,1988.387978,640.8
1988,5,23,1988.39071,639.8
1988,5,24,1988.393443,636.1
1988,5,25,1988.396175,631.2
1988,5,26,1988.398907,634.3
1988,5,27,1988.401639,623
1988,5,28,1988.404372,621.9
1988,5,29,1988.407104,623.3
1988,5,30,1988.409836,642.4
1988,5,31,1988.412568,669.6
1988,6,1,1988.415301,650.1
1988,6,2,1988.418033,641
1988,6,3,1988.420765,635.9
1988,6,4,1988.423497,638.8
1988,6,5,1988.42623,639.4
1988,6,6,1988.428962,655.6
1988,6,7,1988.431694,653
1988,6,8,1988.434426,644.1
1988,6,9,1988.437158,642.1
1988,6,10,1988.439891,635
1988,6,11,1988.442623,621.1
1988,6,12,1988.445355,611.8
1988,6,13,1988.448087,621.8
1988,6,14,1988.45082,616.6
1988,6,15,1988.453552,609.6
1988,6,16,1988.456284,606.2
1988,6,17,1988.459016,612.4
1988,6,18,1988.461749,618.8
1988,6,19,1988.464481,621.9
1988,6,20,1988.467213,633.4
1988,6,21,1988.469945,629.5
1988,6,22,1988.472678,630.5
1988,6,23,1988.47541,622
1988,6,24,1988.478142,649.7
1988,6,25,1988.480874,677.9
1988,6,26,1988.483607,665.8
1988,6,27,1988.486339,636
1988,6,28,1988.489071,625.2
1988,6,29,1988.491803,646.6
1988,6,30,1988.494536,676.5
1988,7,1,1988.497268,674.1
1988,7,2,1988.5,673.6
1988,7,3,1988.502732,665.8
1988,7,4,1988.505464,660.4
1988,7,5,1988.508197,650.6
1988,7,6,1988.510929,657.3
1988,7,7,1988.513661,655
1988,7,8,1988.516393,655.2
1988,7,9,1988.519126,653.4
1988,7,10,1988.521858,657.3
1988,7,11,1988.52459,657.2
1988,7,12,1988.527322,679.9
1988,7,13,1988.530055,701.4
1988,7,14,1988.532787,685.2
1988,7,15,1988.535519,665.7
1988,7,16,1988.538251,666.2
1988,7,17,1988.540984,672.6
1988,7,18,1988.543716,668.2
1988,7,19,1988.546448,658.9
1988,7,20,1988.54918,659.9
1988,7,21,1988.551913,696
1988,7,22,1988.554645,712
1988,7,23,1988.557377,720.2
1988,7,24,1988.560109,708.1
1988,7,25,1988.562842,683.9
1988,7,26,1988.565574,675.3
1988,7,27,1988.568306,711.3
1988,7,28,1988.571038,717.9
1988,7,29,1988.57377,711.6
1988,7,30,1988.576503,713.4
1988,7,31,1988.579235,717.6
1988,8,1,1988.581967,715
1988,8,2,1988.584699,702.6
1988,8,3,1988.587432,704.6
1988,8,4,1988.590164,692.8
1988,8,5,1988.592896,679.8
1988,8,6,1988.595628,703.3
1988,8,7,1988.598361,695.9
1988,8,8,1988.601093,677.5
1988,8,9,1988.603825,672.8
1988,8,10,1988.606557,679
1988,8,11,1988.60929,679
1988,8,12,1988.612022,683.3
1988,8,13,1988.614754,683.6
1988,8,14,1988.617486,682.4
1988,8,15,1988.620219,688.1
1988,8,16,1988.622951,684.5
1988,8,17,1988.625683,674.5
1988,8,18,1988.628415,667.5
1988,8,19,1988.631148,656.8
1988,8,20,1988.63388,662.9
1988,8,21,1988.636612,674.8
1988,8,22,1988.639344,687.1
1988,8,23,1988.642077,679.6
1988,8,24,1988.644809,673.7
1988,8,25,1988.647541,687.9
1988,8,26,1988.650273,801.8
1988,8,27,1988.653005,743
1988,8,28,1988.655738,730.8
1988,8,29,1988.65847,731.3
1988,8,30,1988.661202,725.3
1988,8,31,1988.663934,708.9
1988,9,1,1988.666667,729.4
1988,9,2,1988.669399,709.8
1988,9,3,1988.672131,706
1988,9,4,1988.674863,700.1
1988,9,5,1988.677596,686.3
1988,9,6,1988.680328,679.9
1988,9,7,1988.68306,682.1
1988,9,8,1988.685792,680.8
1988,9,9,1988.688525,674.9
1988,9,10,1988.691257,670.5
1988,9,11,1988.693989,666.3
1988,9,12,1988.696721,654.1
1988,9,13,1988.699454,649.5
1988,9,14,1988.702186,645.4
1988,9,15,1988.704918,647.9
1988,9,16,1988.70765,656.9
1988,9,17,1988.710383,664.1
1988,9,18,1988.713115,664.4
1988,9,19,1988.715847,672.1
1988,9,20,1988.718579,685.5
1988,9,21,1988.721311,718.3
1988,9,22,1988.724044,724.6
1988,9,23,1988.726776,721.5
1988,9,24,1988.729508,712.6
1988,9,25,1988.73224,699.5
1988,9,26,1988.734973,691.6
1988,9,27,1988.737705,687.6
1988,9,28,1988.740437,685
1988,9,29,1988.743169,712.9
1988,9,30,1988.745902,717.5
1988,10,1,1988.748634,710.7
1988,10,2,1988.751366,704.2
1988,10,3,1988.754098,685.6
1988,10,4,1988.756831,679.9
1988,10,5,1988.759563,700
1988,10,6,1988.762295,732.8
1988,10,7,1988.765027,722.5
1988,10,8,1988.76776,703.1
1988,10,9,1988.770492,682.9
1988,10,10,1988.773224,726.3
1988,10,11,1988.775956,735
1988,10,12,1988.778689,722.5
1988,10,13,1988.781421,701.1
1988,10,14,1988.784153,684.2
1988,10,15,1988.786885,679.7
1988,10,16,1988.789617,709.7
1988,10,17,1988.79235,710.4
1988,10,18,1988.795082,721.7
1988,10,19,1988.797814,742
1988,10,20,1988.800546,737.9
1988,10,21,1988.803279,725.4
1988,10,22,1988.806011,708
1988,10,23,1988.808743,691.2
1988,10,24,1988.811475,688.2
1988,10,25,1988.814208,696.8
1988,10,26,1988.81694,699.4
1988,10,27,1988.819672,707.8
1988,10,28,1988.822404,702.3
1988,10,29,1988.825137,695.8
1988,10,30,1988.827869,681.2
1988,10,31,1988.830601,705.8
1988,11,1,1988.833333,705
1988,11,2,1988.836066,684.2
1988,11,3,1988.838798,684
1988,11,4,1988.84153,683.3
1988,11,5,1988.844262,675.4
1988,11,6,1988.846995,679.6
1988,11,7,1988.849727,707.3
1988,11,8,1988.852459,705
1988,11,9,1988.855191,710.3
1988,11,10,1988.857923,691.6
1988,11,11,1988.860656,698.9
1988,11,12,1988.863388,707.4
1988,11,13,1988.86612,718.7
1988,11,14,1988.868852,744.5
1988,11,15,1988.871585,787.7
1988,11,16,1988.874317,794.1
1988,11,17,1988.877049,792.6
1988,11,18,1988.879781,763.1
1988,11,19,1988.882514,764.4
1988,11,20,1988.885246,746.4
1988,11,21,1988.887978,711
1988,11,22,1988.89071,713.5
1988,11,23,1988.893443,698.6
1988,11,24,1988.896175,705
1988,11,25,1988.898907,723.4
1988,11,26,1988.901639,704.3
1988,11,27,1988.904372,704.7
1988,11,28,1988.907104,691.7
1988,11,29,1988.909836,674
1988,11,30,1988.912568,707.3
1988,12,1,1988.915301,725.8
1988,12,2,1988.918033,710.7
1988,12,3,1988.920765,727.1
1988,12,4,1988.923497,724.8
1988,12,5,1988.92623,719.8
1988,12,6,1988.928962,706.7
1988,12,7,1988.931694,700
1988,12,8,1988.934426,692.7
1988,12,9,1988.937158,683.6
1988,12,10,1988.939891,694.8
1988,12,11,1988.942623,712.2
1988,12,12,1988.945355,727.5
1988,12,13,1988.948087,746.7
1988,12,14,1988.95082,753.8
1988,12,15,1988.953552,803.1
1988,12,16,1988.956284,798.7
1988,12,17,1988.959016,802
1988,12,18,1988.961749,920
1988,12,19,1988.964481,894.2
1988,12,20,1988.967213,878.7
1988,12,21,1988.969945,850.2
1988,12,22,1988.972678,821.7
1988,12,23,1988.97541,799.2
1988,12,24,1988.978142,781
1988,12,25,1988.980874,765.4
1988,12,26,1988.983607,776
1988,12,27,1988.986339,802.1
1988,12,28,1988.989071,812.7
1988,12,29,1988.991803,818.1
1988,12,30,1988.994536,812.4
1988,12,31,1988.997268,826.5
1989,1,1,1989,801.2
1989,1,2,1989.00274,801.2
1989,1,3,1989.005479,782.6
1989,1,4,1989.008219,791.4
1989,1,5,1989.010959,841.3
1989,1,6,1989.013699,832.7
1989,1,7,1989.016438,854.3
1989,1,8,1989.019178,832.3
1989,1,9,1989.021918,827.7
1989,1,10,1989.024658,813.1
1989,1,11,1989.027397,825.5
1989,1,12,1989.030137,877.9
1989,1,13,1989.032877,845.3
1989,1,14,1989.035616,829.6
1989,1,15,1989.038356,837.1
1989,1,16,1989.041096,867.2
1989,1,17,1989.043836,851.8
1989,1,18,1989.046575,823.8
1989,1,19,1989.049315,798.2
1989,1,20,1989.052055,795.7
1989,1,21,1989.054795,792.3
1989,1,22,1989.057534,778.4
1989,1,23,1989.060274,800.3
1989,1,24,1989.063014,802.7
1989,1,25,1989.065753,787.2
1989,1,26,1989.068493,799.6
1989,1,27,1989.071233,823.7
1989,1,28,1989.073973,852.6
1989,1,29,1989.076712,839.8
1989,1,30,1989.079452,838.2
1989,1,31,1989.082192,818
1989,2,1,1989.084932,846.9
1989,2,2,1989.087671,829.5
1989,2,3,1989.090411,820.6
1989,2,4,1989.093151,824.5
1989,2,5,1989.09589,827.7
1989,2,6,1989.09863,818.8
1989,2,7,1989.10137,812.5
1989,2,8,1989.10411,802
1989,2,9,1989.106849,791.3
1989,2,10,1989.109589,794
1989,2,11,1989.112329,788.3
1989,2,12,1989.115068,817.7
1989,2,13,1989.117808,874.7
1989,2,14,1989.120548,871.4
1989,2,15,1989.123288,852.2
1989,2,16,1989.126027,829.8
1989,2,17,1989.128767,868.8
1989,2,18,1989.131507,860.6
1989,2,19,1989.134247,826.5
1989,2,20,1989.136986,789.9
1989,2,21,1989.139726,791.4
1989,2,22,1989.142466,803.3
1989,2,23,1989.145205,827.3
1989,2,24,1989.147945,842.5
1989,2,25,1989.150685,875.4
1989,2,26,1989.153425,880.9
1989,2,27,1989.156164,858.9
1989,2,28,1989.158904,845.6
1989,3,1,1989.161644,827.5
1989,3,2,1989.164384,843.7
1989,3,3,1989.167123,834.8
1989,3,4,1989.169863,846
1989,3,5,1989.172603,826.7
1989,3,6,1989.175342,819.6
1989,3,7,1989.178082,812
1989,3,8,1989.180822,808
1989,3,9,1989.183562,843
1989,3,10,1989.186301,881.5
1989,3,11,1989.189041,857.8
1989,3,12,1989.191781,873.7
1989,3,13,1989.194521,1069.8
1989,3,14,1989.19726,1299.1
1989,3,15,1989.2,1284
1989,3,16,1989.20274,1265.2
1989,3,17,1989.205479,1237.8
1989,3,18,1989.208219,1179.4
1989,3,19,1989.210959,1188.4
1989,3,20,1989.213699,1131.6
1989,3,21,1989.216438,1039
1989,3,22,1989.219178,1016.2
1989,3,23,1989.221918,998.1
1989,3,24,1989.224658,964.7
1989,3,25,1989.227397,952.4
1989,3,26,1989.230137,933.9
1989,3,27,1989.232877,1036.4
1989,3,28,1989.235616,1039.8
1989,3,29,1989.238356,993.7
1989,3,30,1989.241096,949.9
1989,3,31,1989.243836,938.4
1989,4,1,1989.246575,927
1989,4,2,1989.249315,919.6
1989,4,3,1989.252055,914.9
1989,4,4,1989.254795,919.5
1989,4,5,1989.257534,937.4
1989,4,6,1989.260274,935.4
1989,4,7,1989.263014,933.1
1989,4,8,1989.265753,940.7
1989,4,9,1989.268493,926.7
1989,4,10,1989.271233,906.5
1989,4,11,1989.273973,889.2
1989,4,12,1989.276712,978.2
1989,4,13,1989.279452,970.1
1989,4,14,1989.282192,1020.2
1989,4,15,1989.284932,1015.5
1989,4,16,1989.287671,971.4
1989,4,17,1989.290411,972.7
1989,4,18,1989.293151,969.4
1989,4,19,1989.29589,990.2
1989,4,20,1989.29863,978.1
1989,4,21,1989.30137,979.7
1989,4,22,1989.30411,968.8
1989,4,23,1989.306849,942.2
1989,4,24,1989.309589,928.7
