Year,Month,Day,Fractional year,Modulation potential [MV]
1980,12,19,1980.964481,940.2
1980,12,20,1980.967213,970.4
1980,12,21,1980.969945,962.1
1980,12,22,1980.972678,933.9
1980,12,23,1980.97541,914.7
1980,12,24,1980.978142,898.3
1980,12,25,1980.980874,887.5
1980,12,26,1980.983607,881.4
1980,12,27,1980.986339,866.2
1980,12,28,1980.989071,864.3
1980,12,29,1980.991803,881.8
1980,12,30,1980.994536,888.2
1980,12,31,1980.997268,892.9
1981,1,1,1981,882.8
1981,1,2,1981.00274,851.3
1981,1,3,1981.005479,831.4
1981,1,4,1981.008219,831
1981,1,5,1981.010959,833.8
1981,1,6,1981.013699,824.4
1981,1,7,1981.016438,815.6
1981,1,8,1981.019178,818.2
1981,1,9,1981.021918,824.2
1981,1,10,1981.024658,824.3
1981,1,11,1981.027397,819
1981,1,12,1981.030137,819.1
1981,1,13,1981.032877,814.5
1981,1,14,1981.035616,810.4
1981,1,15,1981.038356,814.5
1981,1,16,1981.041096,828.9
1981,1,17,1981.043836,831.7
1981,1,18,1981.046575,826
1981,1,19,1981.049315,828.3
1981,1,20,1981.052055,826.7
1981,1,21,1981.054795,818.5
1981,1,22,1981.057534,824
1981,1,23,1981.060274,837.8
1981,1,24,1981.063014,831
1981,1,25,1981.065753,822.2
1981,1,26,1981.068493,822.5
1981,1,27,1981.071233,819.1
1981,1,28,1981.073973,813.9
1981,1,29,1981.076712,817
1981,1,30,1981.079452,861
1981,1,31,1981.082192,906
1981,2,1,1981.084932,906.1
1981,2,2,1981.087671,930.7
1981,2,3,1981.090411,947.6
1981,2,4,1981.093151,935.5
1981,2,5,1981.09589,922.1
1981,2,6,1981.09863,920
1981,2,7,1981.10137,949.3
1981,2,8,1981.10411,925.2
1981,2,9,1981.106849,900.3
1981,2,10,1981.109589,899.5
1981,2,11,1981.112329,888.4
1981,2,12,1981.115068,878
1981,2,13,1981.117808,861.5
1981,2,14,1981.120548,847.3
1981,2,15,1981.123288,832.6
1981,2,16,1981.126027,829.5
1981,2,17,1981.128767,830.2
1981,2,18,1981.131507,824.7
1981,2,19,1981.134247,818.8
1981,2,20,1981.136986,832.4
1981,2,21,1981.139726,843.1
1981,2,22,1981.142466,837.4
1981,2,23,1981.145205,833.1
1981,2,24,1981.147945,860.5
1981,2,25,1981.150685,847.2
1981,2,26,1981.153425,877.7
1981,2,27,1981.156164,904.3
1981,2,28,1981.158904,896.3
1981,3,1,1981.161644,901
1981,3,2,1981.164384,979.7
1981,3,3,1981.167123,987.4
1981,3,4,1981.169863,984.4
1981,3,5,1981.172603,993.5
1981,3,6,1981.175342,1037.5
1981,3,7,1981.178082,1010.1
1981,3,8,1981.180822,960.4
1981,3,9,1981.183562,900.4
1981,3,10,1981.186301,896
1981,3,11,1981.189041,863.3
1981,3,12,1981.191781,846.9
1981,3,13,1981.194521,882.9
1981,3,14,1981.19726,884.9
1981,3,15,1981.2,878.6
1981,3,16,1981.20274,872.5
1981,3,17,1981.205479,866.7
1981,3,18,1981.208219,857.5
1981,3,19,1981.210959,837.9
1981,3,20,1981.213699,823.1
1981,3,21,1981.216438,823.3
1981,3,22,1981.219178,814
1981,3,23,1981.221918,808.1
1981,3,24,1981.224658,814.2
1981,3,25,1981.227397,809.6
1981,3,26,1981.230137,883.2
1981,3,27,1981.232877,899.5
1981,3,28,1981.235616,886.5
1981,3,29,1981.238356,874.7
1981,3,30,1981.241096,870.6
1981,3,31,1981.243836,850.9
1981,4,1,1981.246575,838.6
1981,4,2,1981.249315,830.5
1981,4,3,1981.252055,886.6
1981,4,4,1981.254795,943.9
1981,4,5,1981.257534,908.2
1981,4,6,1981.260274,887
1981,4,7,1981.263014,865.2
1981,4,8,1981.265753,903.3
1981,4,9,1981.268493,905.9
1981,4,10,1981.271233,894.8
1981,4,11,1981.273973,894.8
1981,4,12,1981.276712,929.9
1981,4,13,1981.279452,965.2
1981,4,14,1981.282192,951
1981,4,15,1981.284932,940.9
1981,4,16,1981.287671,947.7
1981,4,17,1981.290411,929.8
1981,4,18,1981.293151,929.7
1981,4,19,1981.29589,929.7
1981,4,20,1981.29863,920.9
1981,4,21,1981.30137,939.1
1981,4,22,1981.30411,928.5
1981,4,23,1981.306849,915.7
1981,4,24,1981.309589,908.4
1981,4,25,1981.312329,894.2
1981,4,26,1981.315068,914.6
1981,4,27,1981.317808,942.2
1981,4,28,1981.320548,937.7
1981,4,29,1981.323288,922.6
1981,4,30,1981.326027,923
1981,5,1,1981.328767,946.7
1981,5,2,1981.331507,941.5
1981,5,3,1981.334247,929
1981,5,4,1981.336986,894.9
1981,5,5,1981.339726,896.5
1981,5,6,1981.342466,892.4
1981,5,7,1981.345205,876.1
1981,5,8,1981.347945,872.6
1981,5,9,1981.350685,900.8
1981,5,10,1981.353425,882.6
1981,5,11,1981.356164,953.5
1981,5,12,1981.358904,966.4
1981,5,13,1981.361644,973.2
1981,5,14,1981.364384,970.8
1981,5,15,1981.367123,985.4
1981,5,16,1981.369863,1064.2
1981,5,17,1981.372603,1034.3
1981,5,18,1981.375342,1183
1981,5,19,1981.378082,1164.7
1981,5,20,1981.380822,1123.4
1981,5,21,1981.383562,1059
1981,5,22,1981.386301,1002.3
1981,5,23,1981.389041,985.4
1981,5,24,1981.391781,946.3
1981,5,25,1981.394521,923.3
1981,5,26,1981.39726,909.5
1981,5,27,1981.4,893.5
1981,5,28,1981.40274,869.9
1981,5,29,1981.405479,837.5
1981,5,30,1981.408219,841.8
1981,5,31,1981.410959,854.7
1981,6,1,1981.413699,882.3
1981,6,2,1981.416438,872.2
1981,6,3,1981.419178,868.8
1981,6,4,1981.421918,849.4
1981,6,5,1981.424658,836.7
1981,6,6,1981.427397,829.4
1981,6,7,1981.430137,852.8
1981,6,8,1981.432877,883.1
1981,6,9,1981.435616,870.9
1981,6,10,1981.438356,861.6
1981,6,11,1981.441096,855.5
1981,6,12,1981.443836,856.7
1981,6,13,1981.446575,851.8
1981,6,14,1981.449315,837.1
1981,6,15,1981.452055,837.6
1981,6,16,1981.454795,841.1
1981,6,17,1981.457534,884.5
1981,6,18,1981.460274,879.6
1981,6,19,1981.463014,868
1981,6,20,1981.465753,853
1981,6,21,1981.468493,874.7
1981,6,22,1981.471233,891.1
1981,6,23,1981.473973,866.2
1981,6,24,1981.476712,848.5
1981,6,25,1981.479452,815.4
1981,6,26,1981.482192,819.6
1981,6,27,1981.484932,869.9
1981,6,28,1981.487671,899.4
1981,6,29,1981.490411,886.4
1981,6,30,1981.493151,912.5
1981,7,1,1981.49589,918.5
1981,7,2,1981.49863,892.1
1981,7,3,1981.50137,871.6
1981,7,4,1981.50411,856.1
1981,7,5,1981.506849,831.8
1981,7,6,1981.509589,813.6
1981,7,7,1981.512329,801.4
1981,7,8,1981.515068,801.5
1981,7,9,1981.517808,801.5
1981,7,10,1981.520548,798.7
1981,7,11,1981.523288,797.5
1981,7,12,1981.526027,795.1
1981,7,13,1981.528767,795.1
1981,7,14,1981.531507,797.1
1981,7,15,1981.534247,792.8
1981,7,16,1981.536986,799.7
1981,7,17,1981.539726,810.2
1981,7,18,1981.542466,824.5
1981,7,19,1981.545205,812.7
1981,7,20,1981.547945,808.3
1981,7,21,1981.550685,806.5
1981,7,22,1981.553425,797.4
1981,7,23,1981.556164,846.6
1981,7,24,1981.558904,883.4
1981,7,25,1981.561644,934.6
1981,7,26,1981.564384,1050.7
1981,7,27,1981.567123,979.9
1981,7,28,1981.569863,937.9
1981,7,29,1981.572603,913.2
1981,7,30,1981.575342,874.3
1981,7,31,1981.578082,855.5
1981,8,1,1981.580822,840.4
1981,8,2,1981.583562,837.4
1981,8,3,1981.586301,857.2
1981,8,4,1981.589041,847.6
1981,8,5,1981.591781,843.8
1981,8,6,1981.594521,838.4
1981,8,7,1981.59726,822.9
1981,8,8,1981.6,827.8
1981,8,9,1981.60274,823.1
1981,8,10,1981.605479,905.5
1981,8,11,1981.608219,938.7
1981,8,12,1981.610959,917.2
1981,8,13,1981.613699,905.6
1981,8,14,1981.616438,886.9
1981,8,15,1981.619178,874.4
1981,8,16,1981.621918,859.8
1981,8,17,1981.624658,861.5
1981,8,18,1981.627397,862.7
1981,8,19,1981.630137,846.9
1981,8,20,1981.632877,831.7
1981,8,21,1981.635616,811.4
1981,8,22,1981.638356,796.7
1981,8,23,1981.641096,820.5
1981,8,24,1981.643836,856.8
1981,8,25,1981.646575,850.4
1981,8,26,1981.649315,835.4
1981,8,27,1981.652055,818.8
1981,8,28,1981.654795,803.8
1981,8,29,1981.657534,798.3
1981,8,30,1981.660274,807.1
1981,8,31,1981.663014,825.1
1981,9,1,1981.665753,824.2
1981,9,2,1981.668493,814
1981,9,3,1981.671233,816.5
1981,9,4,1981.673973,814.3
1981,9,5,1981.676712,798.4
1981,9,6,1981.679452,793.1
1981,9,7,1981.682192,796.7
1981,9,8,1981.684932,811.5
1981,9,9,1981.687671,846.2
1981,9,10,1981.690411,865.4
1981,9,11,1981.693151,850.4
1981,9,12,1981.69589,837.2
1981,9,13,1981.69863,819.3
1981,9,14,1981.70137,811.6
1981,9,15,1981.70411,801.2
1981,9,16,1981.706849,794.9
1981,9,17,1981.709589,779.6
1981,9,18,1981.712329,771.1
1981,9,19,1981.715068,800.3
1981,9,20,1981.717808,788.9
1981,9,21,1981.720548,785
1981,9,22,1981.723288,778.7
1981,9,23,1981.726027,762.3
1981,9,24,1981.728767,780.6
1981,9,25,1981.731507,808.5
1981,9,26,1981.734247,826.8
1981,9,27,1981.736986,825.9
1981,9,28,1981.739726,809.8
1981,9,29,1981.742466,797.6
1981,9,30,1981.745205,822.5
1981,10,1,1981.747945,817.9
1981,10,2,1981.750685,821.3
1981,10,3,1981.753425,898.4
1981,10,4,1981.756164,892.1
1981,10,5,1981.758904,873
1981,10,6,1981.761644,856
1981,10,7,1981.764384,833.5
1981,10,8,1981.767123,812
1981,10,9,1981.769863,820.3
1981,10,10,1981.772603,814.1
1981,10,11,1981.775342,887.1
1981,10,12,1981.778082,937.4
1981,10,13,1981.780822,892.4
1981,10,14,1981.783562,1050
1981,10,15,1981.786301,1066.5
1981,10,16,1981.789041,1048
1981,10,17,1981.791781,1026.6
1981,10,18,1981.794521,994.5
1981,10,19,1981.79726,951.5
1981,10,20,1981.8,965.9
1981,10,21,1981.80274,1014.4
1981,10,22,1981.805479,984
1981,10,23,1981.808219,943.8
1981,10,24,1981.810959,917.1
1981,10,25,1981.813699,887.2
1981,10,26,1981.816438,870.7
1981,10,27,1981.819178,878.4
1981,10,28,1981.821918,880.3
1981,10,29,1981.824658,876.3
1981,10,30,1981.827397,864.7
1981,10,31,1981.830137,853.2
1981,11,1,1981.832877,831.9
1981,11,2,1981.835616,835.9
1981,11,3,1981.838356,836.8
1981,11,4,1981.841096,840.1
1981,11,5,1981.843836,846.1
1981,11,6,1981.846575,860
1981,11,7,1981.849315,870.6
1981,11,8,1981.852055,912.5
1981,11,9,1981.854795,908.9
1981,11,10,1981.857534,895.5
1981,11,11,1981.860274,906.5
1981,11,12,1981.863014,1008.2
1981,11,13,1981.865753,1003.5
1981,11,14,1981.868493,940.7
1981,11,15,1981.871233,920.6
1981,11,16,1981.873973,900.1
1981,11,17,1981.876712,920.1
1981,11,18,1981.879452,898.2
1981,11,19,1981.882192,863.8
1981,11,20,1981.884932,883.3
1981,11,21,1981.887671,906.2
1981,11,22,1981.890411,903.8
1981,11,23,1981.893151,890
1981,11,24,1981.89589,881.3
1981,11,25,1981.89863,920.8
1981,11,26,1981.90137,913.3
1981,11,27,1981.90411,890.5
1981,11,28,1981.906849,866.4
1981,11,29,1981.909589,864
1981,11,30,1981.912329,856.4
1981,12,1,1981.915068,846.1
1981,12,2,1981.917808,861.8
1981,12,3,1981.920548,870.2
1981,12,4,1981.923288,865.1
1981,12,5,1981.926027,850.2
1981,12,6,1981.928767,840.6
1981,12,7,1981.931507,839.9
1981,12,8,1981.934247,853.4
1981,12,9,1981.936986,893.9
1981,12,10,1981.939726,883
1981,12,11,1981.942466,873.7
1981,12,12,1981.945205,880.5
1981,12,13,1981.947945,860.5
1981,12,14,1981.950685,859.1
1981,12,15,1981.953425,842.4
1981,12,16,1981.956164,822.5
1981,12,17,1981.958904,813.6
1981,12,18,1981.961644,809.9
1981,12,19,1981.964384,794.5
1981,12,20,1981.967123,774.2
1981,12,21,1981.969863,760.8
1981,12,22,1981.972603,760.3
1981,12,23,1981.975342,756.1
1981,12,24,1981.978082,759.2
1981,12,25,1981.980822,768.8
1981,12,26,1981.983562,774.5
1981,12,27,1981.986301,779.6
1981,12,28,1981.989041,780
1981,12,29,1981.991781,821.2
1981,12,30,1981.994521,867.6
1981,12,31,1981.99726,885.6
1982,1,1,1982,864.4
1982,1,2,1982.00274,862.6
1982,1,3,1982.005479,861.8
1982,1,4,1982.008219,870.7
1982,1,5,1982.010959,845
1982,1,6,1982.013699,816.5
1982,1,7,1982.016438,808.7
1982,1,8,1982.019178,784.2
1982,1,9,1982.021918,762.7
1982,1,10,1982.024658,768.4
1982,1,11,1982.027397,745.1
1982,1,12,1982.030137,724
1982,1,13,1982.032877,742.3
1982,1,14,1982.035616,756
1982,1,15,1982.038356,733.3
1982,1,16,1982.041096,716.7
1982,1,17,1982.043836,720.7
1982,1,18,1982.046575,738.7
1982,1,19,1982.049315,737.2
1982,1,20,1982.052055,731.6
1982,1,21,1982.054795,767.3
1982,1,22,1982.057534,795.2
1982,1,23,1982.060274,781.9
1982,1,24,1982.063014,761.5
1982,1,25,1982.065753,757.5
1982,1,26,1982.068493,746.3
1982,1,27,1982.071233,756.6
1982,1,28,1982.073973,795.2
1982,1,29,1982.076712,785.3
1982,1,30,1982.079452,755.7
1982,1,31,1982.082192,872.8
1982,2,1,1982.084932,949.8
1982,2,2,1982.087671,976.1
1982,2,3,1982.090411,989.6
1982,2,4,1982.093151,970.7
1982,2,5,1982.09589,981.7
1982,2,6,1982.09863,956.1
1982,2,7,1982.10137,894.2
1982,2,8,1982.10411,865.7
1982,2,9,1982.106849,845.7
1982,2,10,1982.109589,846.4
1982,2,11,1982.112329,832.3
1982,2,12,1982.115068,957.7
1982,2,13,1982.117808,930.1
1982,2,14,1982.120548,887.8
1982,2,15,1982.123288,879.3
1982,2,16,1982.126027,860.5
1982,2,17,1982.128767,843.3
1982,2,18,1982.131507,852.6
1982,2,19,1982.134247,853.4
1982,2,20,1982.136986,859.5
1982,2,21,1982.139726,850.1
1982,2,22,1982.142466,851.2
1982,2,23,1982.145205,844.1
1982,2,24,1982.147945,825.8
1982,2,25,1982.150685,814.8
1982,2,26,1982.153425,808.9
1982,2,27,1982.156164,801.9
1982,2,28,1982.158904,791.7
1982,3,1,1982.161644,849
1982,3,2,1982.164384,939.3
1982,3,3,1982.167123,886.7
1982,3,4,1982.169863,851
1982,3,5,1982.172603,825.1
1982,3,6,1982.175342,808.2
1982,3,7,1982.178082,787.6
1982,3,8,1982.180822,780.6
1982,3,9,1982.183562,802.2
1982,3,10,1982.186301,793.7
1982,3,11,1982.189041,786.3
1982,3,12,1982.191781,780.2
1982,3,13,1982.194521,778.5
1982,3,14,1982.19726,761.9
1982,3,15,1982.2,751.8
1982,3,16,1982.20274,745.5
1982,3,17,1982.205479,754.5
1982,3,18,1982.208219,764.4
1982,3,19,1982.210959,761.2
1982,3,20,1982.213699,758.4
1982,3,21,1982.216438,761.6
1982,3,22,1982.219178,777.9
1982,3,23,1982.221918,805.2
1982,3,24,1982.224658,794.1
1982,3,25,1982.227397,786.6
1982,3,26,1982.230137,783.6
1982,3,27,1982.232877,772.6
1982,3,28,1982.235616,757.7
1982,3,29,1982.238356,747.7
1982,3,30,1982.241096,762.7
1982,3,31,1982.243836,762.4
1982,4,1,1982.246575,777
1982,4,2,1982.249315,807.6
1982,4,3,1982.252055,793.3
1982,4,4,1982.254795,752.6
1982,4,5,1982.257534,730.4
1982,4,6,1982.260274,721.3
1982,4,7,1982.263014,718.9
1982,4,8,1982.265753,725.5
1982,4,9,1982.268493,730.8
1982,4,10,1982.271233,744.1
1982,4,11,1982.273973,734
1982,4,12,1982.276712,737.1
1982,4,13,1982.279452,727.6
1982,4,14,1982.282192,741.7
1982,4,15,1982.284932,746.1
1982,4,16,1982.287671,748.1
1982,4,17,1982.290411,792.6
1982,4,18,1982.293151,792.8
1982,4,19,1982.29589,775.6
1982,4,20,1982.29863,772.7
1982,4,21,1982.30137,773.8
1982,4,22,1982.30411,773.5
1982,4,23,1982.306849,755.7
1982,4,24,1982.309589,735.1
1982,4,25,1982.312329,817.7
1982,4,26,1982.315068,845.3
1982,4,27,1982.317808,808.1
1982,4,28,1982.320548,793
1982,4,29,1982.323288,795.1
1982,4,30,1982.326027,791.8
1982,5,1,1982.328767,783.7
1982,5,2,1982.331507,763.6
1982,5,3,1982.334247,740.3
1982,5,4,1982.336986,740.3
1982,5,5,1982.339726,741.8
1982,5,6,1982.342466,744.4
1982,5,7,1982.345205,741.7
1982,5,8,1982.347945,739.5
1982,5,9,1982.350685,729
1982,5,10,1982.353425,725.6
1982,5,11,1982.356164,726.7
1982,5,12,1982.358904,726.2
1982,5,13,1982.361644,720.5
1982,5,14,1982.364384,709.5
1982,5,15,1982.367123,728
1982,5,16,1982.369863,739.8
1982,5,17,1982.372603,728.9
1982,5,18,1982.375342,740.9
1982,5,19,1982.378082,751.3
1982,5,20,1982.380822,739.8
1982,5,21,1982.383562,730.3
1982,5,22,1982.386301,723.1
1982,5,23,1982.389041,712.9
1982,5,24,1982.391781,714.4
1982,5,25,1982.394521,717.8
1982,5,26,1982.39726,720.7
1982,5,27,1982.4,763.4
1982,5,28,1982.40274,753.8
1982,5,29,1982.405479,742.2
1982,5,30,1982.408219,745.1
1982,5,31,1982.410959,746.7
1982,6,1,1982.413699,749
1982,6,2,1982.416438,745.6
1982,6,3,1982.419178,740.1
1982,6,4,1982.421918,736
1982,6,5,1982.424658,733.2
1982,6,6,1982.427397,742.5
1982,6,7,1982.430137,760.3
1982,6,8,1982.432877,761.4
1982,6,9,1982.435616,833.8
1982,6,10,1982.438356,901.5
1982,6,11,1982.441096,919.1
1982,6,12,1982.443836,932.3
1982,6,13,1982.446575,1004.6
1982,6,14,1982.449315,1038.8
1982,6,15,1982.452055,1045.4
1982,6,16,1982.454795,1024.3
1982,6,17,1982.457534,992.3
1982,6,18,1982.460274,952.6
1982,6,19,1982.463014,934
1982,6,20,1982.465753,939.5
1982,6,21,1982.468493,942.2
1982,6,22,1982.471233,931.9
1982,6,23,1982.473973,908.3
1982,6,24,1982.476712,894.9
1982,6,25,1982.479452,900.8
1982,6,26,1982.482192,898.9
1982,6,27,1982.484932,880.8
1982,6,28,1982.487671,875.2
1982,6,29,1982.490411,892.2
1982,6,30,1982.493151,896
1982,7,1,1982.49589,885.4
1982,7,2,1982.49863,892.5
1982,7,3,1982.50137,894
1982,7,4,1982.50411,900.8
1982,7,5,1982.506849,885
1982,7,6,1982.509589,895.7
1982,7,7,1982.512329,879.9
1982,7,8,1982.515068,880.5
1982,7,9,1982.517808,874.5
1982,7,10,1982.520548,893.7
1982,7,11,1982.523288,937.4
1982,7,12,1982.526027,1023.7
1982,7,13,1982.528767,1107.2
1982,7,14,1982.531507,1600.8
1982,7,15,1982.534247,1453.5
1982,7,16,1982.536986,1348.4
1982,7,17,1982.539726,1312.1
1982,7,18,1982.542466,1242.3
1982,7,19,1982.545205,1179
1982,7,20,1982.547945,1100.7
1982,7,21,1982.550685,1051.3
1982,7,22,1982.553425,1060.3
1982,7,23,1982.556164,1002.3
1982,7,24,1982.558904,993.1
1982,7,25,1982.561644,981.5
1982,7,26,1982.564384,920
1982,7,27,1982.567123,892.5
1982,7,28,1982.569863,880.1
1982,7,29,1982.572603,890
1982,7,30,1982.575342,927.9
1982,7,31,1982.578082,969.9
1982,8,1,1982.580822,956.7
1982,8,2,1982.583562,966.6
1982,8,3,1982.586301,979.7
1982,8,4,1982.589041,975.2
1982,8,5,1982.591781,974.8
1982,8,6,1982.594521,981.2
1982,8,7,1982.59726,1083.1
1982,8,8,1982.6,1085.3
1982,8,9,1982.60274,1072.6
1982,8,10,1982.605479,1098.3
1982,8,11,1982.608219,1103.3
1982,8,12,1982.610959,1100.7
1982,8,13,1982.613699,1063.1
1982,8,14,1982.616438,1038.6
1982,8,15,1982.619178,1011.5
1982,8,16,1982.621918,995.5
1982,8,17,1982.624658,992.4
1982,8,18,1982.627397,980.2
1982,8,19,1982.630137,978.3
1982,8,20,1982.632877,978.5
1982,8,21,1982.635616,975.5
1982,8,22,1982.638356,963.1
1982,8,23,1982.641096,970.1
1982,8,24,1982.643836,969.5
1982,8,25,1982.646575,977.6
1982,8,26,1982.649315,974.8
1982,8,27,1982.652055,982.7
1982,8,28,1982.654795,991.5
1982,8,29,1982.657534,1003.5
1982,8,30,1982.660274,1010.2
1982,8,31,1982.663014,1002.8
1982,9,1,1982.665753,998.4
1982,9,2,1982.668493,988.1
1982,9,3,1982.671233,992
1982,9,4,1982.673973,992.9
1982,9,5,1982.676712,993.8
1982,9,6,1982.679452,1159
1982,9,7,1982.682192,1202.8
1982,9,8,1982.684932,1169.8
1982,9,9,1982.687671,1128.7
1982,9,10,1982.690411,1080.9
1982,9,11,1982.693151,1070.2
1982,9,12,1982.69589,1067.7
1982,9,13,1982.69863,1046.1
1982,9,14,1982.70137,1069.6
1982,9,15,1982.70411,1043.3
1982,9,16,1982.706849,1048.2
1982,9,17,1982.709589,1021.5
1982,9,18,1982.712329,1006.5
1982,9,19,1982.715068,1035.8
1982,9,20,1982.717808,1061.5
1982,9,21,1982.720548,1167.3
1982,9,22,1982.723288,1250.2
1982,9,23,1982.726027,1200.1
1982,9,24,1982.728767,1159.4
1982,9,25,1982.731507,1138.2
1982,9,26,1982.734247,1162
1982,9,27,1982.736986,1131
1982,9,28,1982.739726,1121.6
1982,9,29,1982.742466,1109.6
1982,9,30,1982.745205,1083.4
1982,10,1,1982.747945,1055.2
1982,10,2,1982.750685,1047.9
1982,10,3,1982.753425,1049.3
1982,10,4,1982.756164,1055.2
1982,10,5,1982.758904,1063.3
1982,10,6,1982.761644,1063.6
1982,10,7,1982.764384,1037
1982,10,8,1982.767123,1036.5
1982,10,9,1982.769863,1029.1
1982,10,10,1982.772603,1007.4
1982,10,11,1982.775342,1011.2
1982,10,12,1982.778082,1021.8
1982,10,13,1982.780822,1017.2
1982,10,14,1982.783562,999.9
1982,10,15,1982.786301,994.1
1982,10,16,1982.789041,986.5
1982,10,17,1982.791781,984.2
1982,10,18,1982.794521,1002.4
1982,10,19,1982.79726,998.7
1982,10,20,1982.8,992.2
1982,10,21,1982.80274,978.5
1982,10,22,1982.805479,964.1
1982,10,23,1982.808219,956.5
1982,10,24,1982.810959,952.5
1982,10,25,1982.813699,944.5
1982,10,26,1982.816438,972.1
1982,10,27,1982.819178,985.2
1982,10,28,1982.821918,974.5
1982,10,29,1982.824658,1010.5
1982,10,30,1982.827397,1029
1982,10,31,1982.830137,1047.5
1982,11,1,1982.832877,1059.9
1982,11,2,1982.835616,1023.4
1982,11,3,1982.838356,994.2
1982,11,4,1982.841096,968.9
1982,11,5,1982.843836,963.1
1982,11,6,1982.846575,951.3
1982,11,7,1982.849315,937.2
1982,11,8,1982.852055,952.7
1982,11,9,1982.854795,998.3
1982,11,10,1982.857534,992.3
1982,11,11,1982.860274,975.3
1982,11,12,1982.863014,959.4
1982,11,13,1982.865753,951.5
1982,11,14,1982.868493,952.5
1982,11,15,1982.871233,971.6
1982,11,16,1982.873973,968.7
1982,11,17,1982.876712,963.4
1982,11,18,1982.879452,946.3
1982,11,19,1982.882192,927.2
1982,11,20,1982.884932,916.3
1982,11,21,1982.887671,918.9
1982,11,22,1982.890411,921.2
1982,11,23,1982.893151,933
1982,11,24,1982.89589,1038.6
1982,11,25,1982.89863,1103.8
1982,11,26,1982.90137,980.1
1982,11,27,1982.90411,957.5
1982,11,28,1982.906849,972.3
1982,11,29,1982.909589,973.6
1982,11,30,1982.912329,979.6
1982,12,1,1982.915068,1003.1
1982,12,2,1982.917808,1017.6
1982,12,3,1982.920548,1008.5
1982,12,4,1982.923288,941.8
1982,12,5,1982.926027,913.2
1982,12,6,1982.928767,920.6
1982,12,7,1982.931507,976.6
1982,12,8,1982.934247,988.8
1982,12,9,1982.936986,983.1
1982,12,10,1982.939726,1032.4
1982,12,11,1982.942466,1093
1982,12,12,1982.945205,1105.1
1982,12,13,1982.947945,1095.1
1982,12,14,1982.950685,1070.7
1982,12,15,1982.953425,1070.4
1982,12,16,1982.956164,1053.7
1982,12,17,1982.958904,1042
1982,12,18,1982.961644,1104.3
1982,12,19,1982.964384,1101.2
1982,12,20,1982.967123,1118.5
1982,12,21,1982.969863,1084.4
1982,12,22,1982.972603,1051.8
1982,12,23,1982.975342,1060.3
1982,12,24,1982.978082,969.1
1982,12,25,1982.980822,963.2
1982,12,26,1982.983562,974.6
1982,12,27,1982.986301,998.5
1982,12,28,1982.989041,1071.9
1982,12,29,1982.991781,1067.4
1982,12,30,1982.994521,1041.8
1982,12,31,1982.99726,1012.7
1983,1,1,1983,970.3
1983,1,2,1983.00274,959.3
1983,1,3,1983.005479,956.3
1983,1,4,1983.008219,946.1
1983,1,5,1983.010959,945.2
1983,1,6,1983.013699,936.5
1983,1,7,1983.016438,936.6
1983,1,8,1983.019178,924.5
1983,1,9,1983.021918,916.9
1983,1,10,1983.024658,1078.1
1983,1,11,1983.027397,1034.2
1983,1,12,1983.030137,998.7
1983,1,13,1983.032877,975.1
1983,1,14,1983.035616,951.6
1983,1,15,1983.038356,920.3
1983,1,16,1983.041096,921.9
1983,1,17,1983.043836,925.1
1983,1,18,1983.046575,905.3
1983,1,19,1983.049315,901.2
1983,1,20,1983.052055,906.3
1983,1,21,1983.054795,899.2
1983,1,22,1983.057534,890.4
1983,1,23,1983.060274,889.9
1983,1,24,1983.063014,884.7
1983,1,25,1983.065753,890.7
1983,1,26,1983.068493,861.2
1983,1,27,1983.071233,849.4
1983,1,28,1983.073973,841.2
1983,1,29,1983.076712,860.5
1983,1,30,1983.079452,885.6
1983,1,31,1983.082192,897.9
1983,2,1,1983.084932,891
1983,2,2,1983.087671,873.8
1983,2,3,1983.090411,855.5
1983,2,4,1983.093151,870.1
1983,2,5,1983.09589,1041.7
1983,2,6,1983.09863,1018.3
1983,2,7,1983.10137,968.4
1983,2,8,1983.10411,943.6
1983,2,9,1983.106849,908.7
1983,2,10,1983.109589,882.2
1983,2,11,1983.112329,870.5
1983,2,12,1983.115068,853.9
1983,2,13,1983.117808,848.1
1983,2,14,1983.120548,854.2
1983,2,15,1983.123288,869
1983,2,16,1983.126027,885
1983,2,17,1983.128767,873.9
1983,2,18,1983.131507,857.7
1983,2,19,1983.134247,842.1
1983,2,20,1983.136986,833.7
1983,2,21,1983.139726,824.1
1983,2,22,1983.142466,825.3
1983,2,23,1983.145205,819.6
1983,2,24,1983.147945,813.3
1983,2,25,1983.150685,799.1
1983,2,26,1983.153425,791.7
1983,2,27,1983.156164,797.6
1983,2,28,1983.158904,805.5
1983,3,1,1983.161644,853.8
1983,3,2,1983.164384,824.1
1983,3,3,1983.167123,820.3
1983,3,4,1983.169863,847.2
1983,3,5,1983.172603,859.5
1983,3,6,1983.175342,851.4
1983,3,7,1983.178082,836.4
1983,3,8,1983.180822,817.5
1983,3,9,1983.183562,803.2
1983,3,10,1983.186301,814.8
1983,3,11,1983.189041,831.9
1983,3,12,1983.191781,825.9
1983,3,13,1983.194521,844.5
1983,3,14,1983.19726,833.7
1983,3,15,1983.2,828.4
1983,3,16,1983.20274,826.5
1983,3,17,1983.205479,822.9
1983,3,18,1983.208219,806.4
1983,3,19,1983.210959,799.4
1983,3,20,1983.213699,798
1983,3,21,1983.216438,792.2
1983,3,22,1983.219178,787.6
